"first_name","last_name","nickname","wins","losses","draws","height","weight","reach","stance","birth_date","last_fight_date","total_fights"
"Sung","Bin Jo","Korean Falcon",9,1,0,"6' 0""","145 lbs.","72""","Orthodox","Jul 17, 1992","June 01, 2019",10
"Sergey","Khandozhko","Honda",28,6,1,"6' 1""","170 lbs.","74""","Orthodox","May 19, 1992","June 01, 2019",35
"Duda","Santana","Cowboyzinha",3,1,0,"5' 7""","145 lbs.","73""","Orthodox","Jan 10, 1996","June 01, 2019",4
"Danilo","Belluardo","Caterpillar",12,5,0,"6' 0""","155 lbs.","74""","Southpaw","Jul 21, 1994","June 01, 2019",17
"Felicia","Spencer","Feenom",9,3,0,"5' 6""","145 lbs.","68""","Orthodox","Nov 29, 1990","May 18, 2019",12
"Derrick","Krantz","D-rock",22,12,0,"5' 10""","170 lbs.","72""","Orthodox","Jan 13, 1988","May 18, 2019",34
"Austin","Hubbard","Thud",17,8,0,"5' 10""","155 lbs.","71""","Orthodox","Dec 22, 1991","May 18, 2019",25
"Sijara","Eubanks","Sarj",8,7,0,"5' 4""","125 lbs.","67""","Orthodox","Apr 27, 1985","May 18, 2019",15
"Charles","Jourdain","Air",16,8,1,"5' 9""","135 lbs.","69""","Switch","Nov 27, 1995","May 18, 2019",25
"Michel","Pereira","Demolidor",31,12,0,"6' 1""","185 lbs.","73""","Orthodox","Oct 06, 1993","May 18, 2019",43
"Grant","Dawson","Kgd",23,2,1,"5' 10""","155 lbs.","72""","Switch","Feb 20, 1994","May 18, 2019",26
"Laureano","Staropoli","Pepi",9,5,0,"6' 1""","185 lbs.","71""","Orthodox","Feb 27, 1993","May 11, 2019",14
"Carlos","Huachin","Perro Malo",10,5,1,"5' 4""","135 lbs.","67""","Southpaw","Jun 04, 1996","May 11, 2019",16
"Viviane","Araujo","Vivi",13,6,0,"5' 4""","125 lbs.","68""","Orthodox","Nov 21, 1986","May 11, 2019",19
"Serghei","Spivac","Polar Bear",17,5,0,"6' 3""","260 lbs.","78""","Orthodox","Jan 24, 1995","May 04, 2019",22
"Kyle","Prepolec","",12,7,0,"5' 10""","170 lbs.","70""","Southpaw","Aug 30, 1989","May 04, 2019",19
"Matt","Sayles","",8,4,0,"5' 7""","155 lbs.","68""","Orthodox","Feb 21, 1994","May 04, 2019",12
"Cole","Smith","The Cole Train",7,2,0,"5' 11""","135 lbs.","67""","Orthodox","Apr 05, 1989","May 04, 2019",9
"Thomas","Gifford","The Young Lion",14,9,0,"6' 1""","155 lbs.","75""","Orthodox","Jul 26, 1992","April 27, 2019",23
"Takashi","Sato","Ten",16,7,0,"5' 10""","170 lbs.","73""","Southpaw","Jun 09, 1990","April 27, 2019",23
"Augusto","Sakai","",16,5,1,"6' 3""","265 lbs.","77""","Orthodox","May 09, 1991","April 27, 2019",22
"Virna","Jandiroba","Carcara",21,3,0,"5' 3""","115 lbs.","64""","Orthodox","May 30, 1988","April 27, 2019",24
"Mike","Davis","Beast Boy",11,3,0,"6' 0""","155 lbs.","72""","Orthodox","Oct 07, 1992","April 27, 2019",14
"Arman","Tsarukyan","Ahalkalakets",22,3,0,"5' 7""","155 lbs.","72""","Orthodox","Oct 11, 1996","April 20, 2019",25
"Alen","Amedovski","",8,4,0,"5' 10""","185 lbs.","74""","Orthodox","Apr 06, 1988","April 20, 2019",12
"SeungWoo","Choi","Sting",11,7,0,"6' 0""","145 lbs.","74""","Orthodox","Nov 03, 1992","April 20, 2019",18
"Alex","Da Silva","Leko",21,4,0,"5' 8""","155 lbs.","73""","Orthodox","Feb 04, 1996","April 20, 2019",25
"Rafael","Fiziev","Ataman",12,3,0,"5' 8""","155 lbs.","71""","Switch","Mar 05, 1993","April 20, 2019",15
"Matt","Frevola","The Steamrolla",11,5,1,"5' 9""","155 lbs.","71""","Orthodox","Jun 11, 1990","April 13, 2019",17
"Zelim","Imadaev","",8,3,0,"6' 0""","170 lbs.","76""","Orthodox","Jan 25, 1995","April 13, 2019",11
"Khalid","Taha","The Warrior",13,5,0,"5' 5""","135 lbs.","69""","Orthodox","Feb 15, 1992","April 13, 2019",18
"Randy","Costa","The Zohan",6,4,0,"5' 9""","135 lbs.","73""","Switch","Jul 06, 1994","April 13, 2019",10
"Casey","Kenney","",16,4,1,"5' 7""","135 lbs.","68""","Southpaw","Mar 20, 1991","March 30, 2019",21
"Jordan","Espinosa","The Gamer",15,9,0,"5' 6""","125 lbs.","69""","Orthodox","Nov 08, 1989","March 23, 2019",24
"Jeff","Hughes","Lights Out",10,4,0,"6' 2""","250 lbs.","77""","Orthodox","May 17, 1988","March 09, 2019",14
"Ben","Askren","Funky",19,2,0,"5' 11""","170 lbs.","73""","Orthodox","Jul 18, 1984","March 02, 2019",21
"Klidson","Abreu","White Bear",15,4,0,"6' 0""","205 lbs.","74""","Orthodox","Dec 24, 1992","February 23, 2019",19
"Ismail","Naurdiev","",24,7,0,"5' 10""","185 lbs.","74""","Orthodox","Aug 18, 1996","February 23, 2019",31
"Joel","Alvarez","El Fenomeno",22,3,0,"6' 3""","155 lbs.","77""","Orthodox","Mar 02, 1993","February 23, 2019",25
"Kron","Gracie","",5,3,0,"5' 9""","145 lbs.","70""","Southpaw","Jul 11, 1988","February 17, 2019",8
"Marcos","Mariano","Dhalsim",6,6,0,"6' 1""","155 lbs.","76""","Switch","Oct 12, 1986","February 09, 2019",12
"Raulian","Paiva","",21,5,0,"5' 8""","135 lbs.","69""","Orthodox","Oct 17, 1995","February 09, 2019",26
"Sarah","Frota","A Treta",9,2,0,"5' 6""","125 lbs.","69""","Southpaw","Apr 14, 1987","February 02, 2019",11
"Anthony","Hernandez","Fluffy",14,2,0,"6' 0""","185 lbs.","75""","Orthodox","Oct 18, 1993","February 02, 2019",16
"Taila","Santos","",19,3,0,"5' 6""","125 lbs.","68""","Orthodox","Jun 22, 1993","February 02, 2019",22
"Jairzinho","Rozenstruik","Bigi Boy",15,6,0,"6' 2""","242 lbs.","78""","Orthodox","Mar 17, 1988","February 02, 2019",21
"Felipe","Colares","Cabocao",10,4,0,"5' 8""","145 lbs.","69""","Orthodox","Mar 31, 1994","February 02, 2019",14
"Rogerio","Bontorin","",16,4,0,"5' 5""","125 lbs.","67""","Orthodox","Apr 25, 1992","February 02, 2019",20
"Ariane","da Silva","Queen Of Violence",17,10,0,"5' 6""","125 lbs.","67""","Orthodox","Jan 26, 1994","January 19, 2019",27
"Vinicius","Moreira","Mamute",9,5,0,"6' 4""","205 lbs.","76""","Orthodox","Feb 28, 1989","January 19, 2019",14
"Mario","Bautista","",15,2,0,"5' 9""","135 lbs.","69""","Switch","Jul 01, 1993","January 19, 2019",17
"Te","Edwards","",6,3,0,"5' 8""","155 lbs.","72""","Orthodox","Sep 11, 1990","January 19, 2019",9
"Geoff","Neal","Handz Of Steel",16,6,0,"5' 11""","170 lbs.","75""","Southpaw","Aug 28, 1990","January 19, 2019",22
"Bevon","Lewis","",7,3,0,"6' 3""","185 lbs.","79""","Orthodox","May 05, 1991","December 29, 2018",10
"Dwight","Grant","The Body Snatcher",11,6,0,"6' 1""","185 lbs.","76""","Switch","Sep 14, 1984","December 15, 2018",17
"Jordan","Griffin","Native Psycho",18,9,0,"5' 10""","145 lbs.","73""","Southpaw","Feb 28, 1990","December 15, 2018",27
"Juan","Adams","The Kraken",5,3,0,"6' 5""","265 lbs.","80""","Orthodox","Jan 16, 1992","December 15, 2018",8
"Kyle","Nelson","The Monster",16,6,1,"5' 11""","145 lbs.","71""","Switch","Apr 20, 1991","December 08, 2018",23
"Sodiq","Yusuff","Super",13,4,0,"5' 9""","145 lbs.","71""","Orthodox","May 19, 1993","December 01, 2018",17
"Aleksei","Kunchenko","",20,2,0,"5' 8""","170 lbs.","70""","Orthodox","May 02, 1984","December 01, 2018",22
"Salim","Touahri","Grizzly",10,4,0,"5' 10""","170 lbs.","72""","Orthodox","Sep 28, 1989","December 01, 2018",14
"Kai","Kara-France","Don't Blink",25,11,0,"5' 4""","125 lbs.","69""","Orthodox","Mar 26, 1993","December 01, 2018",36
"Damir","Ismagulov","Qazaq",24,3,0,"5' 10""","155 lbs.","74""","Orthodox","Feb 03, 1991","December 01, 2018",27
"Justin","Frazier","The Grizzly Bear",10,3,0,"6' 0""","265 lbs.","75""","Southpaw","Jun 15, 1989","November 30, 2018",13
"Macy","Chiasson","",11,3,0,"5' 11""","135 lbs.","72""","Orthodox","Jul 27, 1991","November 30, 2018",14
"Edmen","Shahbazyan","The Golden Boy",14,5,0,"6' 2""","185 lbs.","74""","Orthodox","Nov 20, 1997","November 30, 2018",19
"Antonina","Shevchenko","La Pantera",10,4,0,"5' 8""","125 lbs.","67""","Southpaw","Nov 20, 1984","November 30, 2018",14
"Kevin","Aguilar","Angel Of Death",17,5,0,"5' 7""","155 lbs.","73""","Orthodox","Sep 07, 1988","November 30, 2018",22
"Michel","Batista","",4,1,0,"6' 3""","260 lbs.","--","Orthodox","Apr 20, 1984","November 30, 2018",5
"Leah","Letson","Nidas",5,3,0,"5' 7""","145 lbs.","71""","Southpaw","Aug 21, 1992","November 30, 2018",8
"Chris","Gutierrez","El Guapo",21,6,2,"5' 9""","135 lbs.","67""","Orthodox","Apr 22, 1991","November 30, 2018",29
"Sergei","Pavlovich","",19,3,0,"6' 3""","257 lbs.","84""","Southpaw","May 13, 1992","November 24, 2018",22
"Vince","Morales","Vandetta",16,9,0,"5' 7""","135 lbs.","70""","Orthodox","Nov 12, 1990","November 24, 2018",25
"Martin","Day","The Spartan",8,6,0,"5' 10""","145 lbs.","73""","Orthodox","Nov 10, 1988","November 24, 2018",14
"John","Phillips","The Welsh Wrecking Machine",22,11,0,"5' 11""","185 lbs.","75""","Southpaw","Jun 09, 1985","November 24, 2018",33
"Johnny","Walker","",21,9,0,"6' 6""","205 lbs.","82""","Orthodox","Mar 30, 1992","November 17, 2018",30
"Ian","Heinisch","The Hurricane",14,5,0,"5' 11""","185 lbs.","72""","Orthodox","Aug 05, 1988","November 17, 2018",19
"Jesus","Pinedo","El Mudo",16,5,1,"5' 10""","155 lbs.","--","Southpaw","Jun 22, 1996","November 17, 2018",22
"Anderson","Dos Santos","Berinja",21,9,0,"5' 5""","135 lbs.","70""","Orthodox","Jul 24, 1985","November 17, 2018",30
"Thiago","Moises","",19,8,0,"5' 9""","155 lbs.","70""","Orthodox","Mar 23, 1995","November 10, 2018",27
"Hannah","Cifers","Shockwave",10,7,0,"5' 1""","115 lbs.","62""","Orthodox","Jun 26, 1992","November 10, 2018",17
"Luis","Pena","Violent Bob Ross",9,3,0,"6' 3""","155 lbs.","75""","Southpaw","Jul 05, 1993","November 10, 2018",12
"Bobby","Moffett","The Wolfman",13,5,0,"5' 10""","145 lbs.","73""","Orthodox","Jun 01, 1990","November 10, 2018",18
"John","Gunther","The Machine",5,1,0,"5' 9""","155 lbs.","72""","Orthodox","Nov 24, 1985","November 10, 2018",6
"Julian","Erosa","Juicy J",30,12,0,"6' 1""","145 lbs.","74""","Southpaw","Jul 31, 1989","November 10, 2018",42
"Jonathan","Martinez","Dragon",19,6,0,"5' 8""","135 lbs.","70""","Southpaw","Apr 20, 1994","October 27, 2018",25
"Court","McGee","The Crusher",23,13,0,"5' 11""","170 lbs.","75""","Orthodox","Dec 12, 1984","October 27, 2018",36
"Chris","Fishgold","",18,4,1,"5' 8""","145 lbs.","68""","Orthodox","Jun 06, 1992","October 27, 2018",23
"Don","Madge","Magic Man",9,3,1,"6' 0""","155 lbs.","72""","Southpaw","Nov 12, 1990","October 27, 2018",13
"Jalin","Turner","The Tarantula",14,8,0,"6' 3""","155 lbs.","77""","Southpaw","May 18, 1995","October 06, 2018",22
"Andre","Ewell","Mr. Highlight",17,9,0,"5' 8""","145 lbs.","75""","Southpaw","Jan 21, 1988","September 22, 2018",26
"Marina","Rodriguez","",17,5,2,"5' 6""","115 lbs.","65""","Orthodox","Apr 29, 1987","September 22, 2018",24
"Ryan","Spann","Superman",22,10,0,"6' 5""","205 lbs.","79""","Orthodox","Aug 24, 1991","September 22, 2018",32
"Gillian","Robertson","The Savage",15,8,0,"5' 5""","115 lbs.","63""","Orthodox","May 17, 1995","September 22, 2018",23
"Luigi","Vendramini","The Italian Stallion",9,3,0,"5' 8""","155 lbs.","73""","Orthodox","Jan 16, 1996","September 22, 2018",12
"Jin","Soo Son","",9,4,0,"5' 6""","135 lbs.","69""","Orthodox","Apr 01, 1993","September 15, 2018",13
"Stefan","Sekulic","",12,4,0,"6' 0""","170 lbs.","75""","Southpaw","Feb 12, 1992","September 15, 2018",16
"Kevin","Holland","Trailblazer",26,13,0,"6' 3""","170 lbs.","81""","Orthodox","Nov 05, 1992","August 04, 2018",39
"Montel","Jackson","Quik",14,2,0,"5' 10""","135 lbs.","75""","Southpaw","Apr 24, 1992","August 04, 2018",16
"Zhang","Weili","Magnum",26,3,0,"5' 4""","115 lbs.","63""","Switch","Aug 13, 1989","August 04, 2018",29
"Wulijiburen","","Beast Master",20,9,0,"5' 9""","135 lbs.","69""","Orthodox","Mar 01, 1989","August 04, 2018",29
"Austin","Arnett","",16,6,0,"6' 0""","145 lbs.","72""","Orthodox","Oct 22, 1991","July 28, 2018",22
"David","Zawada","Sagat",17,7,0,"6' 0""","170 lbs.","75""","Orthodox","Aug 01, 1990","July 22, 2018",24
"Abu","Azaitar","Captain Morocco",14,4,1,"5' 9""","185 lbs.","76""","Orthodox","Mar 10, 1986","July 22, 2018",19
"Nad","Narimani","Smiler",12,4,0,"5' 8""","145 lbs.","70""","Orthodox","Apr 14, 1987","July 22, 2018",16
"Darko","Stosic","",13,4,0,"6' 0""","205 lbs.","76""","Orthodox","Feb 09, 1992","July 22, 2018",17
"Blagoy","Ivanov","Baga",19,6,0,"5' 11""","250 lbs.","73""","Southpaw","Oct 09, 1986","July 14, 2018",25
"Pingyuan","Liu","",13,7,0,"5' 6""","135 lbs.","72""","Orthodox","Feb 13, 1993","July 22, 2018",20
"Said","Nurmagomedov","",18,4,0,"5' 8""","135 lbs.","70""","Orthodox","Apr 05, 1992","July 14, 2018",22
"Raoni","Barcelos","",19,5,0,"5' 7""","135 lbs.","67""","Orthodox","May 01, 1987","July 14, 2018",24
"Jennifer","Maia","",21,10,1,"5' 4""","125 lbs.","64""","Orthodox","Oct 06, 1988","July 14, 2018",32
"Elias","Garcia","",6,2,0,"5' 5""","125 lbs.","67""","Southpaw","Sep 13, 1992","July 14, 2018",8
"Joe","Giannetti","",6,1,0,"6' 0""","155 lbs.","74""","Southpaw","Jul 05, 1995","July 06, 2018",7
"Brad","Katona","Superman",16,4,0,"5' 6""","135 lbs.","64""","Orthodox","Dec 19, 1991","July 06, 2018",20
"Martin","Bravo","El Toro",11,3,0,"5' 8""","145 lbs.","71""","Southpaw","Sep 21, 1993","July 06, 2018",14
"Barb","Honchak","Little Warrior",10,4,0,"5' 4""","125 lbs.","65""","Orthodox","Aug 30, 1979","July 06, 2018",14
"Richie","Smullen","",3,1,1,"5' 9""","155 lbs.","68""","Orthodox","Aug 17, 1991","July 06, 2018",5
"Julian","Marquez","The Cuban Missile Crisis",9,5,0,"6' 2""","185 lbs.","72""","Orthodox","May 08, 1990","July 06, 2018",14
"Allan","Zuniga","Tigre",13,1,0,"5' 7""","155 lbs.","70""","Orthodox","Apr 04, 1992","July 06, 2018",14
"Bryce","Mitchell","Thug Nasty",17,3,0,"5' 10""","145 lbs.","70""","Southpaw","Oct 04, 1994","July 06, 2018",20
"Steven","Peterson","Ocho",19,11,0,"5' 10""","145 lbs.","70""","Orthodox","May 29, 1990","July 06, 2018",30
"Oskar","Piechota","Imadlo",11,3,1,"6' 0""","185 lbs.","76""","Southpaw","Jan 24, 1990","July 06, 2018",15
"Petr","Yan","No Mercy",18,5,0,"5' 7""","135 lbs.","67""","Switch","Feb 11, 1993","June 23, 2018",23
"Song","Yadong","Kung Fu Kid",22,7,1,"5' 8""","135 lbs.","67""","Orthodox","Dec 02, 1997","June 23, 2018",30
"Hector","Aldana","",4,3,0,"5' 11""","170 lbs.","72""","Orthodox","Aug 17, 1988","June 23, 2018",7
"Jake","Matthews","The Celtic Kid",21,7,0,"5' 11""","170 lbs.","73""","Orthodox","Aug 19, 1994","June 23, 2018",28
"Naoki","Inoue","",11,1,0,"5' 9""","125 lbs.","71""","Orthodox","Jun 14, 1997","June 23, 2018",12
"Megan","Anderson","",11,5,0,"6' 0""","145 lbs.","72""","Orthodox","Feb 11, 1990","June 09, 2018",16
"Dan","Ige","50k",18,9,0,"5' 7""","145 lbs.","71""","Orthodox","Aug 06, 1991","June 09, 2018",27
"Chance","Rencountre","Black Eagle",14,4,0,"6' 2""","170 lbs.","75""","Southpaw","Dec 31, 1986","June 01, 2018",18
"Nathaniel","Wood","The Prospect",20,6,0,"5' 6""","145 lbs.","69""","Orthodox","May 08, 1993","June 01, 2018",26
"Jose","Torres","Shorty",8,1,0,"5' 4""","125 lbs.","65""","Orthodox","Aug 02, 1992","June 01, 2018",9
"Craig","White","The Thundercat",14,9,0,"6' 2""","170 lbs.","76""","Orthodox","Jul 01, 1990","May 27, 2018",23
"Molly","McCann","Meatball",14,7,0,"5' 4""","115 lbs.","62""","Orthodox","May 04, 1990","May 27, 2018",21
"Tatiana","Suarez","",11,1,0,"5' 5""","115 lbs.","66""","Southpaw","Dec 19, 1990","May 19, 2018",12
"Andrea","Lee","Kgb",13,10,0,"5' 6""","125 lbs.","69""","Orthodox","Feb 11, 1989","May 19, 2018",23
"Carlo","Pedersoli Jr.","Semento",11,3,0,"5' 11""","170 lbs.","75""","Southpaw","Jun 08, 1993","May 27, 2018",14
"Syuri","Kondo","",6,3,0,"5' 4""","115 lbs.","66""","Orthodox","Feb 08, 1989","May 19, 2018",9
"Ricky","Simon","",21,6,0,"5' 6""","135 lbs.","69""","Orthodox","Aug 31, 1992","April 21, 2018",27
"Ricky","Rainey","The Sniper",12,6,0,"6' 1""","170 lbs.","77""","Switch","Jun 29, 1983","April 14, 2018",18
"Dan","Moret","The Hitman",13,6,0,"6' 0""","155 lbs.","73""","Southpaw","Nov 21, 1986","April 14, 2018",19
"Lauren","Mueller","Princess Tiger",5,3,0,"5' 5""","125 lbs.","67""","Orthodox","Nov 15, 1991","April 14, 2018",8
"Mike","Rodriguez","Slo Mike",11,7,0,"6' 4""","205 lbs.","82""","Southpaw","Nov 28, 1988","April 07, 2018",18
"Charles","Byrd","Kid Dynamite",10,7,0,"5' 10""","185 lbs.","73""","Orthodox","Oct 11, 1983","March 17, 2018",17
"Oliver","Enkamp","",7,2,0,"6' 0""","170 lbs.","77""","Switch","Aug 10, 1991","March 17, 2018",9
"Hakeem","Dawodu","Mean",13,4,1,"5' 8""","145 lbs.","73""","Orthodox","Jul 02, 1991","March 17, 2018",18
"Mackenzie","Dern","",15,5,0,"5' 4""","115 lbs.","63""","Orthodox","Mar 24, 1993","March 03, 2018",20
"Alexander","Hernandez","The Great Ape",15,8,0,"5' 9""","155 lbs.","72""","Orthodox","Oct 01, 1992","March 03, 2018",23
"Magomed","Ankalaev","",20,1,1,"6' 3""","205 lbs.","75""","Orthodox","Jun 02, 1992","March 17, 2018",22
"Dmitry","Sosnovskiy","Wicked Machine",11,0,0,"6' 3""","240 lbs.","77""","Orthodox","Jul 06, 1989","March 17, 2018",11
"Yana","Santos","",15,8,0,"5' 6""","135 lbs.","68""","Orthodox","Nov 11, 1989","March 03, 2018",23
"Marcin","Prachnio","",17,8,0,"6' 3""","205 lbs.","74""","Orthodox","Jul 14, 1988","February 24, 2018",25
"Manny","Bermudez","The Bermudez Triangle",14,2,0,"5' 10""","145 lbs.","71""","Orthodox","Jul 16, 1994","February 24, 2018",16
"Curtis","Millender","Curtious",17,5,0,"6' 2""","170 lbs.","76""","Orthodox","Dec 01, 1987","February 18, 2018",22
"Tim","Williams","The South Jersey Strangler",15,5,0,"6' 2""","185 lbs.","76""","Orthodox","Jul 03, 1986","February 18, 2018",20
"Israel","Adesanya","The Last Stylebender",24,5,0,"6' 4""","185 lbs.","80""","Switch","Jul 22, 1989","February 10, 2018",29
"Daichi","Abe","",6,2,0,"5' 11""","170 lbs.","71""","Orthodox","Nov 27, 1991","February 10, 2018",8
"Priscila","Cachoeira","Zombie Girl",12,6,0,"5' 7""","135 lbs.","65""","Orthodox","Aug 19, 1988","February 03, 2018",18
"Marcelo","Golm","",6,3,0,"6' 3""","249 lbs.","75""","Orthodox","Sep 15, 1992","February 03, 2018",9
"Polyana","Viana","Dama De Ferro",13,7,0,"5' 5""","115 lbs.","67""","Orthodox","Jun 14, 1992","February 03, 2018",20
"Joseph","Morales","",9,2,0,"5' 6""","125 lbs.","69""","Switch","Aug 22, 1994","February 03, 2018",11
"Mara","Romero Borella","",12,9,0,"5' 6""","125 lbs.","69""","Orthodox","Jun 03, 1986","January 27, 2018",21
"Ji","Yeon Kim","Firefist",9,7,2,"5' 7""","125 lbs.","72""","Orthodox","Oct 18, 1989","January 27, 2018",18
"Cory","Sandhagen","",17,5,0,"5' 11""","135 lbs.","70""","Switch","Apr 20, 1992","January 27, 2018",22
"Brandon","Davis","Killer B",14,10,0,"5' 10""","135 lbs.","72""","Orthodox","May 08, 1990","January 20, 2018",24
"Alexandre","Pantoja","The Cannibal",29,5,0,"5' 5""","125 lbs.","67""","Orthodox","Apr 16, 1990","January 20, 2018",34
"Julio","Arce","",19,6,0,"5' 7""","145 lbs.","70""","Southpaw","Oct 27, 1989","January 20, 2018",25
"Mike","Santiago","",19,12,0,"5' 10""","145 lbs.","69""","Orthodox","Jul 28, 1989","January 14, 2018",31
"Carla","Esparza","Cookie Monster",20,8,0,"5' 1""","115 lbs.","63""","Orthodox","Oct 10, 1987","December 30, 2017",28
"Michal","Oleksiejczuk","Hussar",19,9,0,"6' 0""","185 lbs.","74""","Southpaw","Feb 22, 1995","December 30, 2017",28
"Mark","De La Rosa","Bumblebee",11,5,0,"5' 6""","135 lbs.","65""","Orthodox","Aug 31, 1994","December 30, 2017",16
"Danny","Roberts","Hot Chocolate",18,8,0,"6' 1""","170 lbs.","74""","Southpaw","Jul 14, 1987","December 16, 2017",26
"Gabriel","Benitez","Moggly",23,13,0,"5' 8""","155 lbs.","71""","Southpaw","Jun 15, 1988","December 09, 2017",36
"Markus","Perez","Maluko",12,5,0,"6' 1""","185 lbs.","73""","Orthodox","Jun 22, 1988","December 09, 2017",17
"Benito","Lopez","Golden Boy",10,2,0,"5' 10""","135 lbs.","73""","Switch","Apr 06, 1994","December 09, 2017",12
"Alex","Perez","",25,9,0,"5' 6""","125 lbs.","65""","Orthodox","Mar 21, 1992","December 09, 2017",34
"Merab","Dvalishvili","The Machine",19,4,0,"5' 6""","135 lbs.","68""","Orthodox","Jan 10, 1991","December 09, 2017",23
"Trevin","Giles","",16,7,0,"6' 0""","170 lbs.","74""","Orthodox","Aug 06, 1992","December 09, 2017",23
"Jose","Aldo","",32,9,0,"5' 7""","135 lbs.","70""","Orthodox","Sep 09, 1986","December 02, 2017",41
"Allen","Crowder","Pretty Boy",10,4,0,"6' 3""","245 lbs.","76""","Orthodox","Nov 08, 1989","December 02, 2017",14
"Roxanne","Modafferi","The Happy Warrior",25,21,0,"5' 7""","125 lbs.","69""","Orthodox","Sep 24, 1982","December 01, 2017",46
"Melinda","Fabian","",4,4,2,"5' 6""","125 lbs.","66""","Orthodox","Jun 25, 1987","December 01, 2017",10
"Brett","Johns","The Pikey",17,2,0,"5' 7""","135 lbs.","71""","Orthodox","Feb 21, 1992","December 01, 2017",19
"Montana","De La Rosa","",13,9,1,"5' 7""","125 lbs.","68""","Orthodox","Feb 14, 1995","December 01, 2017",23
"Rachael","Ostovich","",4,6,0,"5' 3""","125 lbs.","62""","Orthodox","Feb 25, 1991","December 01, 2017",10
"Shana","Dobson","Danger",4,5,0,"5' 6""","125 lbs.","69""","Orthodox","Mar 30, 1989","December 01, 2017",9
"Emily","Whitmire","Spitfire",4,5,0,"5' 5""","125 lbs.","63""","Orthodox","May 24, 1991","December 01, 2017",9
"Sheymon","Moraes","",11,4,0,"5' 8""","145 lbs.","72""","Orthodox","Oct 11, 1990","November 25, 2017",15
"Yan","Xiaonan","",19,4,0,"5' 5""","115 lbs.","63""","Orthodox","Jun 16, 1989","November 25, 2017",23
"Bharat","Kandare","Daring",5,3,0,"5' 7""","135 lbs.","72""","Orthodox","Jun 20, 1987","November 25, 2017",8
"Hu","Yaozong","Totoro",3,3,0,"6' 3""","185 lbs.","72""","Orthodox","Apr 07, 1995","November 25, 2017",6
"Jessica-Rose","Clark","",11,9,0,"5' 5""","135 lbs.","64""","Orthodox","Nov 28, 1987","November 18, 2017",20
"Shane","Young","Smokin'",13,8,0,"5' 8""","145 lbs.","72""","Orthodox","Jul 31, 1993","November 18, 2017",21
"Tai","Tuivasa","Bam Bam",15,8,0,"6' 2""","264 lbs.","75""","Southpaw","Mar 16, 1993","November 18, 2017",23
"Nadia","Kassem","",5,2,0,"5' 5""","125 lbs.","66""","Southpaw","Nov 15, 1995","November 18, 2017",7
"Adam","Wieczorek","Siwy",10,2,0,"6' 5""","250 lbs.","81""","Orthodox","Feb 05, 1992","November 18, 2017",12
"Karl","Roberson","Baby K",9,6,0,"6' 1""","205 lbs.","74""","Southpaw","Oct 04, 1990","November 11, 2017",15
